"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","findUsersOlderThanReturnsOnlyMatchingUsers","Surefire suite","Sat Aug 15 09:29:12 UTC 2026","passed","Sat Aug 15 09:29:12 UTC 2026","com.mobileframework.tests.UserRepositoryTests","Surefire test","com.mobileframework.tests.UserRepositoryTests","findUsersOlderThanReturnsOnlyMatchingUsers"
"","1","pickRandomReturnsElementFromTheList","Surefire suite","Sat Aug 15 09:29:12 UTC 2026","passed","Sat Aug 15 09:29:12 UTC 2026","com.mobileframework.tests.RandomUtilsTest","Surefire test","com.mobileframework.tests.RandomUtilsTest","pickRandomReturnsElementFromTheList"
"","0","isEmailExistReturnsTrueForAddedUserAndFalseForUnknown","Surefire suite","Sat Aug 15 09:29:12 UTC 2026","passed","Sat Aug 15 09:29:12 UTC 2026","com.mobileframework.tests.UserRepositoryTests","Surefire test","com.mobileframework.tests.UserRepositoryTests","isEmailExistReturnsTrueForAddedUserAndFalseForUnknown"
"","37","createDriverReturnsAndroidDriverForAndroidPlatform","Surefire suite","Sat Aug 15 09:29:12 UTC 2026","passed","Sat Aug 15 09:29:12 UTC 2026","com.mobileframework.tests.DriverTest","Surefire test","com.mobileframework.tests.DriverTest","createDriverReturnsAndroidDriverForAndroidPlatform"
"","2128","createUserReturnsCreatedWithId","Surefire suite","Sat Aug 15 09:29:12 UTC 2026","passed","Sat Aug 15 09:29:14 UTC 2026","com.mobileframework.tests.api.UserApiTest","Surefire test","com.mobileframework.tests.api.UserApiTest","createUserReturnsCreatedWithId"
"","170","loginWithValidCredentialsReturnsToken","Surefire suite","Sat Aug 15 09:29:15 UTC 2026","passed","Sat Aug 15 09:29:16 UTC 2026","com.mobileframework.tests.api.UserApiTest","Surefire test","com.mobileframework.tests.api.UserApiTest","loginWithValidCredentialsReturnsToken"
"","1","findAllEmails","Surefire suite","Sat Aug 15 09:29:12 UTC 2026","passed","Sat Aug 15 09:29:12 UTC 2026","com.mobileframework.tests.UserRepositoryTests","Surefire test","com.mobileframework.tests.UserRepositoryTests","findAllEmails"
"","1","foundUserEqualsNewUserWithSameEmail","Surefire suite","Sat Aug 15 09:29:12 UTC 2026","passed","Sat Aug 15 09:29:12 UTC 2026","com.mobileframework.tests.UserRepositoryTests","Surefire test","com.mobileframework.tests.UserRepositoryTests","foundUserEqualsNewUserWithSameEmail"
"","1","getUserByEmailReturnsAddedUser","Surefire suite","Sat Aug 15 09:29:12 UTC 2026","passed","Sat Aug 15 09:29:12 UTC 2026","com.mobileframework.tests.UserRepositoryTests","Surefire test","com.mobileframework.tests.UserRepositoryTests","getUserByEmailReturnsAddedUser"
"","0","driverLifecycleWorksWithConfigPlatform","Surefire suite","Sat Aug 15 09:29:12 UTC 2026","passed","Sat Aug 15 09:29:12 UTC 2026","com.mobileframework.tests.DriverTest","Surefire test","com.mobileframework.tests.DriverTest","driverLifecycleWorksWithConfigPlatform"
